fips,lq_fam,place_total,H,H_norm,n_cat,total,typology
22061,5.940493326833034,15689863.397748815,2.0863324278469433,0.561812828826695,41,15689863.397748815,"High-LQ (A), low-diversity — ""Dependent"""
06097,0.6269835227655138,2643322462.4433537,3.568891316488051,0.7122632374966646,150,2643322462.4433537,"High-LQ (A), high-diversity — ""Diversified specialist"""
12086,0.2646814767620026,19539211741.327335,3.6499674102704804,0.7106913277474405,170,19539211741.327335,"High-LQ (A), high-diversity — ""Diversified specialist"""
18101,1.368180626329399,9124994763.177422,1.7895045835767869,0.36536609131125974,134,9124994763.177422,"High-LQ (A), low-diversity — ""Dependent"""
40017,0.051544143362175145,942528250.8777887,2.8407667634261444,0.5883558770175011,125,942528250.8777887,"Low-LQ, high-diversity"
40071,0.23363554902570627,1153118595.9353793,0.7952951494030478,0.19051781686343894,65,1153118595.9353793,"High-LQ (A), low-diversity — ""Dependent"""
55059,0.0022383154990878,1499368689.3000345,1.6757038382813274,0.3630899414579609,101,1499368689.3000345,"Low-LQ, low-diversity"
27123,0.743061887335268,3574561999.8514338,3.2653595811135556,0.6534362364906998,148,3574561999.8514338,"High-LQ (A), high-diversity — ""Diversified specialist"""
37171,6.1426763897000125,20055252.904482804,2.2415125720680145,0.5923362169741706,44,20055252.904482804,"High-LQ (A), high-diversity — ""Diversified specialist"""
12033,0.10046211865446936,11967683637.406021,3.071351214838081,0.6089812267727694,155,11967683637.406021,"High-LQ (A), high-diversity — ""Diversified specialist"""
24015,1.9583261259256186,1610832300.2797165,2.958876683927536,0.606924497157518,131,1610832300.2797165,"High-LQ (A), high-diversity — ""Diversified specialist"""
18039,0.013642903720726728,932666050.9195565,3.1703809421104006,0.6869551792940639,101,932666050.9195565,"Low-LQ, high-diversity"
06113,0.07314734471403217,26512570144.580616,0.3723502661515441,0.07613981259594434,133,26512570144.580616,"Low-LQ, low-diversity"
04027,2.114604581903283,10607980238.897335,2.4003586055859145,0.4823160590500935,145,10607980238.897335,"High-LQ (A), high-diversity — ""Diversified specialist"""
39093,0.7668908186860335,565140088.2508346,3.1818441000308817,0.6669575439368434,118,565140088.2508346,"High-LQ (A), high-diversity — ""Diversified specialist"""
02290,0.0027453154420427153,342431326.0546153,1.86081610058256,0.44414545234878533,66,342431326.0546153,"Low-LQ, low-diversity"
50003,1.5826537947695412,73472385.45684746,2.3209186475672383,0.5426934399314807,72,73472385.45684746,"High-LQ (A), high-diversity — ""Diversified specialist"""
41039,0.1291733707896498,1595263539.9810767,2.9332267687924998,0.5902086440637011,144,1595263539.9810767,"High-LQ (A), high-diversity — ""Diversified specialist"""
36023,1.5538802344309939,49323320.31205205,3.198790313875532,0.7432021227853192,74,49323320.31205205,"High-LQ (A), high-diversity — ""Diversified specialist"""
17167,0.27864466056294285,779155431.5024296,3.5419059494596876,0.7220606611129002,135,779155431.5024296,"High-LQ (A), high-diversity — ""Diversified specialist"""
39035,1.3140924272249437,14762643907.724026,3.8296016112955447,0.7491413848871352,166,14762643907.724026,"High-LQ (A), high-diversity — ""Diversified specialist"""
19057,0.013278952129372676,4061592658.3559856,1.1361826586530457,0.2711876583184762,66,4061592658.3559856,"Low-LQ, low-diversity"
26125,0.30310509586314155,16203636068.53511,2.4163375561906286,0.4755255403095669,161,16203636068.53511,"High-LQ (A), high-diversity — ""Diversified specialist"""
72005,0.015680960663912932,712772814.4670738,2.2641299039465714,0.4938159135216078,98,712772814.4670738,"Low-LQ, high-diversity"
46127,5.549448094846539e-4,3764513845.919255,1.314726031183423,0.2836683729560678,103,3764513845.919255,"Low-LQ, low-diversity"
26115,0.02023086385953215,72962396.04893081,2.737227699265063,0.6010763497611846,95,72962396.04893081,"Low-LQ, high-diversity"
34001,1.2109255062460889,5369947484.678227,2.765230771860721,0.5556316481813177,145,5369947484.678227,"High-LQ (A), high-diversity — ""Diversified specialist"""
15001,0.037528596402524185,1327875283.1940649,2.773312206132797,0.565373466604386,135,1327875283.1940649,"Low-LQ, high-diversity"
05119,0.08797073863174602,7386700005.908519,3.3716414843466724,0.6693812212429862,154,7386700005.908519,"High-LQ (A), high-diversity — ""Diversified specialist"""
13185,0.01520004785463544,2095957975.022964,2.4870880290875803,0.5280968425246622,111,2095957975.022964,"Low-LQ, high-diversity"
47149,3.770485008850805e-4,14437011338.294306,0.7351524575162817,0.1520077761512626,126,14437011338.294306,"Low-LQ, low-diversity"
06013,1.6223302403292772,12442328228.22871,2.6222479937286525,0.5173204876470305,159,12442328228.22871,"High-LQ (A), high-diversity — ""Diversified specialist"""
30031,2.4304184262319297,948526692.4538324,3.0272589984133895,0.617143612773738,135,948526692.4538324,"High-LQ (A), high-diversity — ""Diversified specialist"""
51810,0.09238717138999708,63044644559.70637,2.2426032747574527,0.4413353304867934,161,63044644559.70637,"High-LQ (A), high-diversity — ""Diversified specialist"""
32019,3.023130732843617,253549040.87808093,2.5241149578689592,0.5883087796288201,73,253549040.87808093,"High-LQ (A), high-diversity — ""Diversified specialist"""
47001,0.009982198361604662,102532572548.1811,0.9799192836640347,0.19976847942776962,135,102532572548.1811,"Low-LQ, low-diversity"
18139,0.6705895071302973,29611526.569521166,0.44018313897346284,0.19116910828302713,10,29611526.569521166,"High-LQ (A), low-diversity — ""Dependent"""
48303,1.1373432999217572,506240049.83894396,3.3177636808954603,0.6930066638543139,120,506240049.83894396,"High-LQ (A), high-diversity — ""Diversified specialist"""
53073,0.005970940218671813,6120344168.068663,0.9022455208684549,0.18284533125419158,139,6120344168.068663,"Low-LQ, low-diversity"
10005,0.01640950899348327,587412490.3845183,2.7678468377133276,0.5888433994653477,110,587412490.3845183,"Low-LQ, high-diversity"
48141,0.07545018488519559,31608280313.44152,2.9835303971676095,0.5864322168223537,162,31608280313.44152,"Low-LQ, high-diversity"
48439,1.0777998525154362,443671030652.08496,1.4770131458351614,0.28859221014526876,167,443671030652.08496,"High-LQ (A), low-diversity — ""Dependent"""
51590,0.5464214769782394,429085573.13488746,2.265142708426601,0.5555173286788768,59,429085573.13488746,"High-LQ (A), high-diversity — ""Diversified specialist"""
40065,0.02671254121039478,1397194592.966801,2.8003454075600773,0.5819281226068815,123,1397194592.966801,"Low-LQ, high-diversity"
36103,0.20619815243346132,37275518786.30636,2.7721093807980983,0.5429179365443563,165,37275518786.30636,"High-LQ (A), high-diversity — ""Diversified specialist"""
48061,0.0797876050813262,2648451967.950333,2.703035813935462,0.5518832637120049,134,2648451967.950333,"Low-LQ, high-diversity"
55071,0.0527830486384333,201980268.8877611,1.5400275150935707,0.3514418426642408,80,201980268.8877611,"Low-LQ, low-diversity"
27007,0.4800114683168903,168813887.08600697,3.3224149227693887,0.7198977601224937,101,168813887.08600697,"High-LQ (A), high-diversity — ""Diversified specialist"""
04015,0.1019592135420253,350675941.89740175,3.0299667375545845,0.6362570496248082,117,350675941.89740175,"High-LQ (A), high-diversity — ""Diversified specialist"""
18081,0.059750945811578665,1371602780.9917538,2.8917796280464425,0.6009286873679316,123,1371602780.9917538,"Low-LQ, high-diversity"
51043,0.09514896446396633,1148552135.8894763,2.1356670636439654,0.45983792278096036,104,1148552135.8894763,"High-LQ (A), low-diversity — ""Dependent"""
72059,0.06689969109798581,8464506.652017782,0.6887268537802909,0.27716407529395504,12,8464506.652017782,"Low-LQ, low-diversity"
56025,0.06641555820329337,396270206.9210241,3.2401466134223207,0.6677919215625073,128,396270206.9210241,"Low-LQ, high-diversity"
37107,0.1927785871572166,439257009.7648436,1.552750057462306,0.36928979072130513,67,439257009.7648436,"High-LQ (A), low-diversity — ""Dependent"""
53061,0.5806613611245529,6543755392.064842,2.7769188728660517,0.5485168880288078,158,6543755392.064842,"High-LQ (A), high-diversity — ""Diversified specialist"""
28121,0.1232738017939791,297655712.5838053,3.419770968972659,0.7143137059460296,120,297655712.5838053,"High-LQ (A), high-diversity — ""Diversified specialist"""
28105,8.919086824917839,464582738.0985012,2.0567697025098965,0.4537726542168046,93,464582738.0985012,"High-LQ (A), low-diversity — ""Dependent"""
06017,0.35571513830791435,1034691590.6715499,2.7657925966301335,0.5718840733115028,126,1034691590.6715499,"High-LQ (A), high-diversity — ""Diversified specialist"""
30049,0.029126803049767558,1079695145.007791,3.31508769336319,0.669882509314846,141,1079695145.007791,"Low-LQ, high-diversity"
08077,0.0387057684300479,2481738553.2451677,2.281793375203599,0.4624187717120857,139,2481738553.2451677,"Low-LQ, high-diversity"
05013,0.00454648964489864,3441885332.3082633,0.3189746884858199,0.11778758324199205,15,3441885332.3082633,"Low-LQ, low-diversity"
54107,0.010012935073228027,1080179157.1648939,2.5410046771550032,0.5365072230063265,114,1080179157.1648939,"Low-LQ, high-diversity"
36089,0.2519675865704189,563750864.0415075,2.928935537397362,0.6128604003681914,119,563750864.0415075,"High-LQ (A), high-diversity — ""Diversified specialist"""
36043,0.2532551960655988,217422498.11290863,1.4951429848821014,0.355589128676585,67,217422498.11290863,"High-LQ (A), low-diversity — ""Dependent"""
26163,0.18811086904906615,25021132909.14859,1.652633107971188,0.3264399181032391,158,25021132909.14859,"High-LQ (A), low-diversity — ""Dependent"""
27145,0.0010216525844764352,1463050455.5635898,2.182654615607806,0.45670605054542157,119,1463050455.5635898,"Low-LQ, low-diversity"
40023,0.013085749351683613,107574926.37597063,1.8823865497784165,0.5431419480802815,32,107574926.37597063,"Low-LQ, low-diversity"
72097,0.041777059660591524,1574662683.1167274,0.49920317211039517,0.11958717287935665,65,1574662683.1167274,"Low-LQ, low-diversity"
21107,0.0912432658454978,53058594.417086676,1.8194683377709597,0.45612324254294123,54,53058594.417086676,"High-LQ (A), low-diversity — ""Dependent"""
22073,0.018012785885113985,1233073386.2988896,1.2940338737617059,0.2890186571573606,88,1233073386.2988896,"Low-LQ, low-diversity"
21081,0.22439416608711632,3883057.822533475,1.9557278639125402,0.5933934061134357,27,3883057.822533475,"High-LQ (A), low-diversity — ""Dependent"""
53045,0.062272314718708116,73129843.49926977,2.247367199750356,0.5143366566284745,79,73129843.49926977,"Low-LQ, high-diversity"
48021,0.05068034140572188,812302786.7413408,1.5708455095024916,0.3490915448846526,90,812302786.7413408,"Low-LQ, low-diversity"
17077,0.31480620334067166,171721899.6786912,1.69059143299813,0.3915682889080204,75,171721899.6786912,"High-LQ (A), low-diversity — ""Dependent"""
22063,0.07584727431173309,37005064.92572044,2.504005973197854,0.6468292310686816,48,37005064.92572044,"Low-LQ, high-diversity"
02050,0.19592258749377273,214684781.14021507,2.1573070973828474,0.5060917450081223,71,214684781.14021507,"High-LQ (A), low-diversity — ""Dependent"""
13139,0.010330513874011618,2897674499.3321176,1.8231031540992926,0.3801465340835571,121,2897674499.3321176,"Low-LQ, low-diversity"
09110,2.114523529224569,1697190210.1430235,1.4471733900195887,0.3302520752768747,80,1697190210.1430235,"High-LQ (A), low-diversity — ""Dependent"""
06083,2.004874216005671,14261511646.680836,3.2538529579062607,0.6443456908939686,156,14261511646.680836,"High-LQ (A), high-diversity — ""Diversified specialist"""
42101,0.6386427657340688,24407986940.78009,3.398791393399119,0.6617844206812777,170,24407986940.78009,"High-LQ (A), high-diversity — ""Diversified specialist"""
06067,0.1418417270558371,86298153739.63695,1.3057246724433167,0.25603115119240283,164,86298153739.63695,"High-LQ (A), low-diversity — ""Dependent"""
49035,1.0403945556278542,19152318073.840427,3.4493245411561815,0.6731750174320883,168,19152318073.840427,"High-LQ (A), high-diversity — ""Diversified specialist"""
01089,3.4284053525038845,186584557478.965,2.697256998136991,0.5276336935468569,166,186584557478.965,"High-LQ (A), high-diversity — ""Diversified specialist"""
16005,0.14717114815272317,513189670.27192134,2.4785281163147563,0.5382055420787798,100,513189670.27192134,"High-LQ (A), high-diversity — ""Diversified specialist"""
42119,0.027140903833327616,450436425.01887685,2.4475711565174167,0.5280936949567648,103,450436425.01887685,"Low-LQ, high-diversity"
54081,0.11184481080061709,733033602.7900543,3.1067825332083716,0.6413423919759522,127,733033602.7900543,"High-LQ (A), high-diversity — ""Diversified specialist"""
20045,1.8472469676828391,595819049.5962454,3.4917917513499503,0.7185034031799404,129,595819049.5962454,"High-LQ (A), high-diversity — ""Diversified specialist"""
39165,1.2049606714902228,1005066201.7774117,3.2586475666792976,0.6842773093330301,117,1005066201.7774117,"High-LQ (A), high-diversity — ""Diversified specialist"""
37183,1.889598800652053,6427396657.193777,3.481207796592369,0.6867771924092715,159,6427396657.193777,"High-LQ (A), high-diversity — ""Diversified specialist"""
12001,2.1764554562882368,3671283236.442301,3.174439313624312,0.6378559669700823,145,3671283236.442301,"High-LQ (A), high-diversity — ""Diversified specialist"""
51179,0.3675715769139257,10004450898.149757,2.9424359275414065,0.5880230817115961,149,10004450898.149757,"High-LQ (A), high-diversity — ""Diversified specialist"""
06073,0.9959512568071899,254932206651.11774,3.2902155875248065,0.6384687392884584,173,254932206651.11774,"High-LQ (A), high-diversity — ""Diversified specialist"""
53007,0.022969481228796728,408537590.8255994,2.4310390551455257,0.5152145039039236,112,408537590.8255994,"Low-LQ, high-diversity"
24510,1.6995697839476507,38796644318.8004,3.160279615506884,0.6167646041639295,168,38796644318.8004,"High-LQ (A), high-diversity — ""Diversified specialist"""
34013,0.18092085209226066,15071092087.671501,2.9886320806491384,0.5933413149881601,154,15071092087.671501,"High-LQ (A), high-diversity — ""Diversified specialist"""
39113,2.1467816248736242,16018561309.5293,3.5083781571740214,0.692137396409527,159,16018561309.5293,"High-LQ (A), high-diversity — ""Diversified specialist"""
45091,0.5351943860724289,380265620.77415675,3.1539295441860724,0.6587853752314362,120,380265620.77415675,"High-LQ (A), high-diversity — ""Diversified specialist"""
23029,0.018121653014854112,1000520345.4665927,2.1768853512826425,0.48999690176049887,85,1000520345.4665927,"Low-LQ, low-diversity"
49049,0.7427196329110051,3255091800.6987762,1.9740262760803682,0.3988931206620977,141,3255091800.6987762,"High-LQ (A), low-diversity — ""Dependent"""
22057,0.023795348642822248,6290440670.183019,1.0022099722909574,0.21810311917361697,99,6290440670.183019,"Low-LQ, low-diversity"
26143,7.657069529760286,1512391.6108440259,0.9005115871330154,0.3623925217512064,12,1512391.6108440259,"High-LQ (A), low-diversity — ""Dependent"""
48029,0.5384289175225416,97568762534.63278,3.3580505786825405,0.6546036803638718,169,97568762534.63278,"High-LQ (A), high-diversity — ""Diversified specialist"""
42001,0.018329374440557728,1291388149.3508914,2.365557706130147,0.49673903946362463,117,1291388149.3508914,"Low-LQ, high-diversity"
30111,0.02466018388987723,982899768.9361534,3.422565768148624,0.6966835342100015,136,982899768.9361534,"Low-LQ, high-diversity"
17161,0.018317033534219696,4602229317.210252,3.0552210770568826,0.6200657145501541,138,4602229317.210252,"Low-LQ, high-diversity"
37139,0.6880204482653619,3080387994.632043,2.610332659919012,0.535431180907569,131,3080387994.632043,"High-LQ (A), high-diversity — ""Diversified specialist"""
38025,0.42372678444126255,35135187.073290735,1.8055543733993966,0.5000264246043784,37,35135187.073290735,"High-LQ (A), low-diversity — ""Dependent"""
06081,2.3706443147529703,17927713931.34171,3.1638798493594438,0.618913812072427,166,17927713931.34171,"High-LQ (A), high-diversity — ""Diversified specialist"""
06059,1.2051138146910054,73369321136.98401,3.03307625020643,0.5905754066058077,170,73369321136.98401,"High-LQ (A), high-diversity — ""Diversified specialist"""
06047,0.01253757028848929,1063523996.5071771,1.8130043929628652,0.38351082299329875,113,1063523996.5071771,"Low-LQ, low-diversity"
39061,1.3811288076746293,36627713897.26843,2.6406057697011867,0.5177793981611734,164,36627713897.26843,"High-LQ (A), high-diversity — ""Diversified specialist"""
55041,0.6918645629989243,41889426.19166676,2.8469105571349296,0.6723757548478867,69,41889426.19166676,"High-LQ (A), high-diversity — ""Diversified specialist"""
23011,0.07886436000269734,867177402.4485725,3.2342905915165523,0.6603504245992219,134,867177402.4485725,"Low-LQ, high-diversity"
42049,0.05884830385440015,1823008115.3962893,3.3602107110175394,0.6751839429093521,145,1823008115.3962893,"Low-LQ, high-diversity"
25017,3.947116551192453,177197948895.31836,3.055509130544851,0.592923779785186,173,177197948895.31836,"High-LQ (A), high-diversity — ""Diversified specialist"""
36081,0.04075213797321573,4345232644.099226,3.2953193794533187,0.6658879097893555,141,4345232644.099226,"Low-LQ, high-diversity"
20161,0.16583828265765257,1973075304.2817056,1.246330480442755,0.26266560758429075,115,1973075304.2817056,"High-LQ (A), low-diversity — ""Dependent"""
45019,0.2425207329541728,45718650319.422195,2.920740153926606,0.5740903879696652,162,45718650319.422195,"High-LQ (A), high-diversity — ""Diversified specialist"""
41051,0.4787041244472975,13458959791.811743,3.4336633651534014,0.6724833593905041,165,13458959791.811743,"High-LQ (A), high-diversity — ""Diversified specialist"""
49003,7.830417258404538,8378055615.787187,1.1600101672341274,0.25908485675749104,88,8378055615.787187,"High-LQ (A), low-diversity — ""Dependent"""
49005,6.183840986638103,2593314275.8657484,2.112199543345719,0.4339362288741532,130,2593314275.8657484,"High-LQ (A), low-diversity — ""Dependent"""
02090,0.23930127016110742,10925785144.103416,2.899958978166319,0.574265676883293,156,10925785144.103416,"High-LQ (A), high-diversity — ""Diversified specialist"""
39009,1.771043711653959,538514710.4149532,1.4628269923735882,0.3388143647199148,75,538514710.4149532,"High-LQ (A), low-diversity — ""Dependent"""
06029,1.5685936286558613,20469858344.92715,3.0820200769272232,0.6043334900130184,164,20469858344.92715,"High-LQ (A), high-diversity — ""Diversified specialist"""
01021,0.009996844089620956,16782933.427864145,1.87227166690633,0.5618717762337726,28,16782933.427864145,"Low-LQ, low-diversity"
09170,3.3396686080264515,56876672.570099056,3.204158723959732,0.7541867276316243,70,56876672.570099056,"High-LQ (A), high-diversity — ""Diversified specialist"""
24025,0.9553905610790298,41598328404.048355,2.760118967490506,0.5431803433141942,161,41598328404.048355,"High-LQ (A), high-diversity — ""Diversified specialist"""
15003,0.45421608915239725,58281709850.3636,3.2832523459800025,0.6400228403007051,169,58281709850.3636,"High-LQ (A), high-diversity — ""Diversified specialist"""
30089,0.08180168811182603,43212831.94358194,2.415074561861223,0.5628941597021135,73,43212831.94358194,"Low-LQ, high-diversity"
45077,0.6164949795964224,384332545.84772885,2.1386352307144274,0.47296223480446753,92,384332545.84772885,"High-LQ (A), low-diversity — ""Dependent"""
55085,0.07021416957670558,73231417.30692616,3.0818689827464447,0.6832110329071568,91,73231417.30692616,"Low-LQ, high-diversity"
29207,0.008557219121380208,82189858.87028834,2.5097681317318683,0.5727414141832686,80,82189858.87028834,"Low-LQ, high-diversity"
48171,0.001102308968854658,100994947.21817288,2.732847890126782,0.6571110164316293,64,100994947.21817288,"Low-LQ, high-diversity"
50007,0.332801410090161,7119797084.335982,2.894048572120714,0.5730952660761096,156,7119797084.335982,"High-LQ (A), high-diversity — ""Diversified specialist"""
12031,0.07848672827052217,35843312042.75191,3.2098182100823935,0.6324548334576613,160,35843312042.75191,"Low-LQ, high-diversity"
45015,3.7959310608368786,12240008799.88209,2.6918679471109606,0.5372308677669345,150,12240008799.88209,"High-LQ (A), high-diversity — ""Diversified specialist"""
51760,1.7131100048746692,4645876779.398831,3.1979302800719815,0.6416899492311372,146,4645876779.398831,"High-LQ (A), high-diversity — ""Diversified specialist"""
24013,2.457514971754032,932698038.8074743,3.2756701409911098,0.6729629084976522,130,932698038.8074743,"High-LQ (A), high-diversity — ""Diversified specialist"""
01049,1.674087033564729,66298968.546285614,2.188342240642373,0.5412600770245599,57,66298968.546285614,"High-LQ (A), low-diversity — ""Dependent"""
05143,0.6308919686196346,2812194368.361951,1.9416428629824674,0.39953041422748065,129,2812194368.361951,"High-LQ (A), low-diversity — ""Dependent"""
26075,1.226929262219677,498270946.2002291,1.8547700353197771,0.41639546985476406,86,498270946.2002291,"High-LQ (A), low-diversity — ""Dependent"""
45053,2.0137343674953703e-4,425896080.2890712,2.627161006670148,0.5897970750686231,86,425896080.2890712,"Low-LQ, high-diversity"
48491,0.22718306042615458,16793562702.352638,1.9823191647592657,0.39722391401720725,147,16793562702.352638,"High-LQ (A), low-diversity — ""Dependent"""
06023,0.1103925863865876,885059898.2549369,2.5838307761956005,0.5308294789683028,130,885059898.2549369,"High-LQ (A), high-diversity — ""Diversified specialist"""
51045,2.2187987276276643e-4,3456892.0323076136,1.3928988035030119,0.5143548679179155,15,3456892.0323076136,"Low-LQ, low-diversity"
13043,2.2559654465621866,203996.4128311993,1.4272399066374244,0.8867940139914307,5,203996.4128311993,"High-LQ (A), low-diversity — ""Dependent"""
45073,0.4108843015180155,33500201.79038627,3.0631146859554144,0.7337878562551277,65,33500201.79038627,"High-LQ (A), high-diversity — ""Diversified specialist"""
40109,0.15616038630003556,47903310307.18254,3.0135834601569402,0.5874547681400238,169,47903310307.18254,"High-LQ (A), high-diversity — ""Diversified specialist"""
37173,0.04295873422206015,113953125.73617996,2.004470961841476,0.45743011828832775,80,113953125.73617996,"Low-LQ, low-diversity"
46109,0.024472079496047572,86963393.4397405,2.8325598914771457,0.6482649495125253,79,86963393.4397405,"Low-LQ, high-diversity"
